Place,CarNum,Team,Penalty,CostScore,PresentationScore,DesignScore,AccelerationScore,SkidPadScore,AutocrossScore,EnduranceScore,EfficiencyScore,TotalScore
45,31,Lakehead Univ,,61.9,39.6,60,40.1,24.8,7.5,99.7,42.3,376.0
46,39,Auburn Univ,,53.8,53.5,100,56.5,21.2,67.2,10.0,,362.2
47,68,Southern Polytechnic State Univ,,70.0,33.4,10,53.5,27.1,7.5,107.5,43.6,352.6
48,27,Michigan State Univ,,68.9,57.6,100,69.6,23.9,20.8,10.0,,350.7
49,19,Rensselaer Polytechnic Inst,,74.1,56.5,70,64.0,29.7,39.5,10.0,,344.0
50,116,Univ of Pittsburgh - Pittsburgh,,49.3,34.1,70,4.1,21.7,7.5,106.3,48.9,341.8
51,33,Univ of Victoria,,77.1,44.7,70,42.8,23.1,56.0,16.0,,329.7
52,80,Cornell Univ,,48.4,62.0,100,28.4,28.8,51.5,3.0,,322.1
53,82,Kumoh National Institute of Technology,,83.2,31.2,60,,,7.5,80.2,58.3,320.3
54,115,Georgia Southern Univ,,77.5,37.4,70,34.5,28.6,61.1,10.0,,319.1
55,111,Univ of Western Ontario,,71.6,41.2,80,42.4,31.7,34.6,11.0,,312.4
56,9,Univ of Kansas - Lawrence,,55.1,41.1,100,,19.4,86.2,2.0,,303.8
57,48,Concordia University,,75.6,40.3,70,52.5,20.8,27.3,16.0,,302.5
58,47,Dalhousie Univ,,69.4,56.3,70,33.7,25.3,41.2,5.0,,301.0
59,36,Univ of Waterloo,,67.3,55.3,100,59.7,,7.5,6.0,,295.7
60,32,Univ of St Thomas,,50.3,41.6,45,44.1,6.8,7.5,54.8,38.5,288.6
61,108,Univ of Minnesota - Twin Cities,,62.2,37.0,70,64.8,28.7,11.1,10.0,,283.7
62,99,Oklahoma State Univ,,87.1,59.5,70,13.9,10.7,31.1,9.0,,281.2
63,77,Kansas State Univ,,86.7,43.1,70,,18.9,40.9,10.0,,269.7
64,20,Univ of Central Florida,,70.7,45.5,80,39.3,19.6,7.5,,,262.6
65,64,Univ of Manitoba,,78.0,64.5,100,,,7.5,10.0,,260.0
66,94,Rochester Institute of Technology,,65.0,75.0,110,,,7.5,,,257.5
67,13,Univ of South Florida,,62.9,22.9,80,34.2,27.8,,16.0,,243.8
68,61,York College of Pa,,72.0,46.9,60,47.1,9.8,7.5,,,243.3
69,26,Lafayette College,,77.2,37.3,60,45.8,6.8,7.5,5.0,,239.6
70,96,Univ of Guelph,,69.7,35.3,50,56.9,11.5,7.5,7.0,,237.8
71,65,Western Washington Univ,,62.8,45.9,80,,,39.3,7.0,,235.0
72,46,Columbia Univ,,81.8,36.3,60,16.0,8.6,7.5,20.0,,230.1
73,40,Lehigh Univ,,58.8,36.7,70,41.2,12.4,9.1,1.0,,229.2
74,123,Kettering Univ,,80.6,61.8,80,,,,,,222.4
75,127,Univ of Connecticut,,72.7,36.3,70,10.9,20.5,7.5,4.0,,221.9
76,105,Queen's Univ - Ontario Canada,,72.3,54.3,70,,,14.7,10.0,,221.3
77,25,Univ of Toronto,,95.8,36.0,80,,,,,,211.8
78,86,Cooper Union,,60.7,33.0,70,42.3,,,5.0,,210.9
79,60,Ferris State University,,81.8,51.7,70,,,,,,203.5
80,75,Northwestern Univ,,60.7,43.5,70,3.5,7.0,7.5,10.0,,202.2
81,90,Univ of North Florida,,62.7,37.9,60,3.5,16.1,7.5,10.0,,197.6
82,76,Penn State Univ - University Park,,81.6,44.7,70,,,,1.0,,197.3
83,106,Old Dominion Univ,,42.9,24.9,60,36.3,20.5,7.5,3.0,,195.1
84,44,Washington Univ - St Louis,,73.4,41.3,70,,,7.5,1.0,,193.3
85,122,Lawrence Technological Univ,,74.9,46.7,70,,,,,,191.7
86,84,Univ of Maine,,44.9,30.7,60,23.4,13.9,7.5,7.0,,187.3
87,24,Universite de Sherbrooke,,74.3,30.8,60,17.1,,,3.0,,185.2
88,129,Vanderbilt Univ,,57.2,31.7,55,7.9,2.5,7.5,20.0,,181.9
89,102,Bradley Univ,,55.9,26.4,60,37.6,,,1.0,,181.0
90,51,Univ of Illinois - Urbana Champaign,,69.3,33.7,70,,,7.5,,,180.5
91,22,Purdue Univ - W Lafayette,,62.7,46.4,70,,,,,,179.1
92,37,Univ of Hartford,,78.7,25.2,60,,,7.5,2.0,,173.4
93,74,Texas Tech Univ,,48.8,54.1,55,,,7.5,3.0,,168.4
94,92,Washington State Univ,,61.0,29.6,60,,,7.5,10.0,,168.1
95,38,Universidad Central de Venezuela,,66.2,36.0,60,,,,,,162.2
96,56,Ryerson Univ,,82.2,29.4,50,,,,,,161.5
97,114,Univ of Evansville,,64.3,,55,3.5,13.9,7.5,11.0,,155.2
98,100,North Carolina A & T State Univ,,57.0,22.5,55,,,7.5,13.0,,155.0
99,81,St Cloud State Univ,,74.1,20.0,60,,,,,,154.1
100,63,Ecole Polytechnique De Montreal,,48.7,33.3,70,,,,,,152.0
101,117,Southern Illinois Univ - Carbondale,,63.1,33.4,40,,,,3.0,,139.5
102,121,Florida International Univ,,16.0,9.0,55,,,,,,79.9
103,112,Temple Univ,,42.5,,,,,,8.0,,50.5
104,41,Louisiana State Univ,,16.2,,10,,,7.5,2.0,,35.7
105,95,Univ of California-Merced,,-100.0,30.1,,,,,,,25.0
,23,Hudson Valley Comm College,,,,,,,,,,forfeit
,91,Univ of Kentucky,,,,,,,,,,forfeit
,104,Middle Tennessee State Univ,,,,,,,,,,forfeit
,124,Central Connecticut State Univ,,,,,,,,,,forfeit
,53,Universidad de Oriente,,,,,,,,,,withdrawn
,55,Western Michigan Univ,,,,,,,,,,withdrawn
,69,Univ of Ontario Institute of Tech,,,,,,,,,,withdrawn
,70,Cegep du Vieux - Montreal,,,,,,,,,,withdrawn
,83,Worcester Polytechnic Inst,,,,,,,,,,withdrawn
,85,Sheridan College,,,,,,,,,,withdrawn
,101,Northern Illinois Univ,,,,,,,,,,withdrawn
,103,Univ of Alabama - Tuscaloosa,,,,,,,,,,withdrawn
,110,Florida Atlantic Univ,,,,,,,,,,withdrawn
