Place,CarNum,Team,Run1_Time,Run1_Cones,Run1_OffCourse,Run1_AdjTime,Run2_Time,Run2_Cones,Run2_OffCourse,Run2_AdjTime,Run3_Time,Run3_Cones,Run3_OffCourse,Run3_AdjTime,Run4_Time,Run4_Cones,Run4_OffCourse,Run4_AdjTime,BestTime,Score
14,49,Friedrich Alexander Univ of Erlangen,60.761,,,60.761,57.380,,,57.380,59.712,,,59.712,57.933,,,57.933,57.380,78.32
15,11,Ecole De Technologie Superieure,59.704,,1,79.704,58.530,1,,60.530,57.786,,,57.786,56.410,,1,76.410,57.786,73.81
16,62,Univ of Toledo,56.546,1,,58.546,56.307,2,,60.307,67.569,,2,107.569,57.911,,,57.911,57.911,72.44
17,58,Rutgers Univ,71.592,,,71.592,64.112,,,64.112,61.532,,,61.532,58.152,,,58.152,58.152,69.81
18,5,Univ of Wisconsin - Madison,63.305,,,63.305,61.110,,,61.110,59.852,,,59.852,58.270,,,58.270,58.270,68.53
19,107,Univ of Missouri,58.394,,,58.394,57.057,1,,59.057,62.797,,,62.797,59.909,,,59.909,58.394,67.19
20,39,Auburn Univ,61.338,,,61.338,58.395,,,58.395,61.582,,,61.582,72.694,,1,92.694,58.395,67.18
21,115,Georgia Southern Univ,58.965,,,58.965,,,,,59.760,,,59.760,74.846,,,74.846,58.965,61.09
22,21,Rose Hulman Inst of Tech,69.410,,1,89.410,66.318,,,66.318,61.329,,,61.329,59.320,,,59.320,59.320,57.36
23,120,Virginia Tech,62.788,,,62.788,62.126,,,62.126,66.264,1,,68.264,59.330,,,59.330,59.330,57.26
24,71,Clemson Univ,74.602,,,74.602,64.788,,1,84.788,60.629,,,60.629,59.425,,,59.425,59.425,56.26
25,33,Univ of Victoria,69.276,,1,89.276,59.449,,,59.449,68.226,,1,88.226,66.273,2,,70.273,59.449,56.02
26,29,Univ of Florida,62.142,,,62.142,59.723,2,,63.723,62.144,,,62.144,59.696,,,59.696,59.696,53.46
27,66,Massachusetts Inst of Tech,75.156,,,75.156,59.853,,,59.853,80.930,,,80.930,,,,DNA,59.853,51.84
28,80,Cornell Univ,65.436,,,65.436,75.668,,,75.668,64.533,,,64.533,59.882,,,59.882,59.882,51.54
29,42,Kookmin Univ,66.157,,,66.157,60.971,,1,80.971,59.894,,,59.894,59.442,2,2,103.442,59.894,51.42
30,16,Universidad Simon Bolivar,64.529,,,64.529,63.877,,,63.877,61.750,,,61.750,59.985,,,59.985,59.985,50.49
31,93,Universite Du Quebec a Trois-Rivieres,84.134,,,84.134,65.556,,,65.556,60.571,,,60.571,62.666,,,62.666,60.571,44.56
32,35,Oakland University,63.462,,,63.462,60.640,,,60.640,64.102,1,,66.102,61.947,,,61.947,60.640,43.87
33,47,Dalhousie Univ,69.539,,,69.539,60.907,,,60.907,,,,DNA,,,,DNA,60.907,41.21
34,77,Kansas State Univ,58.621,,1,78.621,58.934,1,,60.934,,,,DNA,,,,DNA,60.934,40.94
35,54,Univ of Michigan - Dearborn,63.063,,,63.063,59.033,1,,61.033,84.821,,2,124.821,77.397,,1,97.397,61.033,39.96
36,19,Rensselaer Polytechnic Inst,71.384,1,,73.384,65.259,,,65.259,60.239,,1,80.239,59.076,1,,61.076,61.076,39.54
37,65,Western Washington Univ,63.136,,,63.136,91.493,1,,93.493,61.099,,,61.099,67.833,,1,87.833,61.099,39.31
38,73,Universite Laval,65.495,,1,85.495,63.654,,,63.654,62.164,,,62.164,61.289,,,61.289,61.289,37.45
39,78,McGill Univ,76.870,,,76.870,67.882,1,,69.882,67.249,,,67.249,61.348,,,61.348,61.348,36.87
40,67,Georgia Institute of Technology,65.322,1,,67.322,62.305,,1,82.305,62.830,1,1,84.830,61.383,,,61.383,61.383,36.53
41,111,Univ of Western Ontario,64.784,,,64.784,62.169,,,62.169,62.307,1,,64.307,59.582,1,,61.582,61.582,34.59
42,99,Oklahoma State Univ,67.745,1,,69.745,61.947,,,61.947,66.256,,,66.256,65.773,5,,75.773,61.947,31.07
43,50,San Jose State University,70.458,,,70.458,68.707,,,68.707,64.971,,,64.971,62.096,,,62.096,62.096,29.65
44,52,Univ of New Hampshire,68.183,,,68.183,65.323,,,65.323,62.104,,1,82.104,60.207,1,,62.207,62.207,28.59
45,48,Concordia University,66.940,,,66.940,64.514,,,64.514,64.294,,,64.294,62.347,,,62.347,62.347,27.27
46,79,Univ of Cincinnati,65.114,,,65.114,63.357,,,63.357,63.967,,,63.967,62.477,,,62.477,62.477,26.04
47,27,Michigan State Univ,68.596,,,68.596,65.257,,,65.257,65.603,,,65.603,63.042,,,63.042,63.042,20.76
48,59,North Carolina State Univ - Raleigh,66.994,,,66.994,63.206,,,63.206,67.375,,,67.375,63.714,,,63.714,63.206,19.25
49,97,Villanova Univ,71.308,1,,73.308,65.115,1,,67.115,64.650,,,64.650,63.445,,,63.445,63.445,17.06
50,88,Mississippi State Univ,66.179,,,66.179,63.457,,,63.457,64.804,2,,68.804,63.673,,1,83.673,63.457,16.95
51,8,Univ of Akron,63.493,,,63.493,65.978,,,65.978,62.661,2,,66.661,,,,DNA,63.493,16.62
52,105,Queen's Univ - Ontario Canada,68.559,,,68.559,63.769,,,63.769,73.187,,,73.187,63.699,,,63.699,63.699,14.75
53,108,Univ of Minnesota - Twin Cities,65.797,1,,67.797,65.713,,,65.713,91.202,1,,93.202,64.109,,,64.109,64.109,11.06
54,40,Lehigh Univ,64.886,1,,66.886,64.332,,,64.332,68.572,,,68.572,69.770,1,,71.770,64.332,9.07
55,31,Lakehead Univ,72.280,,,72.280,67.027,,,67.027,69.291,,,69.291,64.843,,,64.843,64.843,7.5
55,82,Kumoh National Institute of Technology,69.757,1,1,91.757,65.837,,,65.837,74.519,1,,76.519,70.499,,,70.499,65.837,7.5
55,17,US Air Force Academy,66.228,,,66.228,66.165,,,66.165,64.287,2,,68.287,66.207,,,66.207,66.165,7.5
55,57,Carnegie Mellon Univ,65.982,1,,67.982,63.845,,1,83.845,72.651,,,72.651,66.233,,,66.233,66.233,7.5
55,87,Univ of Windsor,71.232,1,,73.232,66.271,,,66.271,69.006,,1,89.006,67.676,,,67.676,66.271,7.5
55,46,Columbia Univ,66.244,1,1,88.244,64.655,1,,66.655,70.358,,,70.358,66.647,1,,68.647,66.655,7.5
55,68,Southern Polytechnic State Univ,84.452,1,,86.452,67.027,1,,69.027,68.453,,,68.453,66.851,,,66.851,66.851,7.5
55,20,Univ of Central Florida,74.524,,,74.524,66.908,,,66.908,,,,DNA,,,,DNA,66.908,7.5
55,94,Rochester Institute of Technology,54.344,1,1,76.344,66.911,,,66.911,,,,DNA,,,,DNA,66.911,7.5
55,127,Univ of Connecticut,67.261,,,67.261,75.926,,1,95.926,84.089,2,4,168.089,86.385,2,1,110.385,67.261,7.5
55,64,Univ of Manitoba,67.365,,,67.365,71.865,,,71.865,75.927,,,75.927,68.100,,,68.100,67.365,7.5
55,74,Texas Tech Univ,72.358,,,72.358,67.663,,,67.663,,,,DNA,,,,DNA,67.663,7.5
55,34,National Univ of Singapore,84.567,,,84.567,68.407,,,68.407,80.779,,,80.779,69.319,,,69.319,68.407,7.5
55,84,Univ of Maine,85.836,1,,87.836,75.994,,,75.994,70.979,,,70.979,68.471,,,68.471,68.471,7.5
55,116,Univ of Pittsburgh - Pittsburgh,,,,,77.748,,,77.748,76.539,1,,78.539,69.773,,,69.773,69.773,7.5
55,32,Univ of St Thomas,70.118,,,70.118,70.601,,,70.601,71.038,1,,73.038,70.787,,,70.787,70.118,7.5
55,15,US Naval Academy,74.468,,,74.468,70.450,,,70.450,75.357,2,,79.357,67.163,2,,71.163,70.450,7.5
55,114,Univ of Evansville,76.426,,,76.426,,,,,68.514,1,,70.514,82.987,1,1,104.987,70.514,7.5
55,36,Univ of Waterloo,69.323,1,,71.323,63.976,,1,83.976,68.467,,1,88.467,67.418,1,1,89.418,71.323,7.5
55,26,Lafayette College,80.999,2,,84.999,71.913,,,71.913,77.973,,,77.973,64.819,3,1,90.819,71.913,7.5
55,106,Old Dominion Univ,76.869,,,76.869,84.925,,,84.925,72.639,,,72.639,,,,,72.639,7.5
55,90,Univ of North Florida,80.837,,1,100.837,78.766,,1,98.766,79.623,1,,81.623,72.664,,,72.664,72.664,7.5
55,37,Univ of Hartford,73.178,,,73.178,72.151,1,,74.151,71.142,,1,91.142,,,,DNA,73.178,7.5
55,129,Vanderbilt Univ,78.263,,1,98.263,74.602,,,74.602,84.646,,,84.646,78.473,2,,82.473,74.602,7.5
55,43,Brown Univ,69.352,1,1,91.352,62.600,,1,82.600,80.897,,,80.897,74.805,,,74.805,74.805,7.5
55,61,York College of Pa,99.861,,,99.861,80.970,,,80.970,77.265,,,77.265,,,,,77.265,7.5
55,75,Northwestern Univ,81.441,2,,85.441,77.312,,,77.312,82.767,,2,122.767,86.894,2,,90.894,77.312,7.5
55,96,Univ of Guelph,77.707,,,77.707,,,,,79.404,1,,81.404,,,,,77.707,7.5
55,44,Washington Univ - St Louis,,,,,,,,,67.802,5,,77.802,71.781,4,2,119.781,77.802,7.5
55,92,Washington State Univ,79.470,1,2,121.470,79.976,,,79.976,,,,DNA,,,,DNA,79.976,7.5
55,100,North Carolina A & T State Univ,79.477,1,,81.477,,,,,85.805,,,85.805,,,,,81.477,7.5
55,51,Univ of Illinois - Urbana Champaign,63.812,,1,83.812,,,,DNA,,,,DNA,,,,DNA,83.812,7.5
55,41,Louisiana State Univ,,,,,65.878,2,1,89.878,,,,DNA,,,,DNA,89.878,7.5
,13,Univ of South Florida,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,22,Purdue Univ - W Lafayette,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,23,Hudson Valley Comm College,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,24,Universite de Sherbrooke,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,25,Univ of Toronto,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,38,Universidad Central de Venezuela,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,53,Universidad de Oriente,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,55,Western Michigan Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,56,Ryerson Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,60,Ferris State University,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,63,Ecole Polytechnique De Montreal,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,69,Univ of Ontario Institute of Tech,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,70,Cegep du Vieux - Montreal,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,76,Penn State Univ - University Park,,,,,,,,,,,,,,,,DNA,DNA,
,81,St Cloud State Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,83,Worcester Polytechnic Inst,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,85,Sheridan College,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,86,Cooper Union,,,,,,,,DNA,,,,DNA,,,,DNA,DNA,
,91,Univ of Kentucky,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,95,Univ of California-Merced,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,101,Northern Illinois Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,102,Bradley Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,103,Univ of Alabama - Tuscaloosa,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,104,Middle Tennessee State Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,110,Florida Atlantic Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,112,Temple Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,117,Southern Illinois Univ - Carbondale,,,,,,,,DNA,,,,DNA,,,,DNA,DNA,
,121,Florida International Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,122,Lawrence Technological Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,123,Kettering Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,124,Central Connecticut State Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
