Place,CarNum,Team,Run1_Time,Run1_Cones,Run1_OffCourse,Run1_AdjTime,Run2_Time,Run2_Cones,Run2_OffCourse,Run2_AdjTime,Run3_Time,Run3_Cones,Run3_OffCourse,Run3_AdjTime,Run4_Time,Run4_Cones,Run4_OffCourse,Run4_AdjTime,BestTime,Score
40,124,North Carolina State Univ - Raleigh,52.774,,,52.774,51.870,,,51.870,50.671,,,50.671,49.360,,,49.360,49.360,62.47
41,69,Univ of Pittsburgh - Pittsburgh,56.681,4,,64.681,54.272,5,,64.272,51.935,1,,53.935,49.509,,,49.509,49.509,61.51
42,40,Univ of North Florida,50.049,,,50.049,49.562,,,49.562,50.729,,,50.729,49.712,,,49.712,49.562,61.17
43,11,Universidade de Sao Paulo,51.109,,,51.109,50.146,1,,52.146,49.720,,,49.720,59.234,,1,79.234,49.720,60.16
44,78,Polytechnique Montréal,49.324,1,,51.324,50.039,,,50.039,51.642,,,51.642,50.860,1,,52.860,50.039,58.14
45,72,Saginaw Valley State Univ,51.420,,,51.420,50.427,,,50.427,51.686,,,51.686,57.006,,,57.006,50.427,55.71
46,110,Univ of Manitoba,53.033,,,53.033,51.418,,,51.418,53.112,1,,55.112,50.839,,,50.839,50.839,53.18
47,27,South Dakota School of Mines & Tech,59.426,,,59.426,53.900,,,53.900,50.057,1,,52.057,49.009,1,,51.009,51.009,52.15
48,22,Villanova Univ,63.550,,,63.550,51.992,,,51.992,51.772,1,,53.772,51.039,,,51.039,51.039,51.96
49,115,Universidad Simon Bolivar,53.018,,,53.018,51.314,,,51.314,51.094,,,51.094,54.895,3,,60.895,51.094,51.63
50,25,Michigan Tech Univ,54.965,,,54.965,51.108,,,51.108,53.928,,,53.928,52.099,,,52.099,51.108,51.55
51,102,Duke Univ,54.288,1,,56.288,51.966,,,51.966,51.120,,,51.120,49.725,1,1,71.725,51.120,51.48
52,32,Louisiana State Univ,52.767,1,,54.767,51.403,,,51.403,51.242,,,51.242,49.318,1,,51.318,51.242,50.74
53,20,Minnesota State University - Mankato,52.532,,,52.532,51.746,1,,53.746,49.322,3,,55.322,49.376,1,,51.376,51.376,49.94
54,103,Univ of Central Florida,51.845,,,51.845,51.630,,,51.630,56.007,,,56.007,49.606,2,,53.606,51.630,48.43
55,15,Univ of Alabama - Tuscaloosa,51.735,1,,53.735,51.740,,,51.740,49.389,1,1,71.389,49.641,1,,51.641,51.641,48.37
56,51,Carleton Univ,49.745,1,,51.745,,,,,,,,DNA,,,,DNA,51.745,47.75
57,98,Univ of Puerto Rico-Mayaquez,55.766,,1,75.766,54.798,,1,74.798,54.800,,1,74.800,51.834,,,51.834,51.834,47.23
58,55,Tennessee Tech Univ,56.021,2,,60.021,53.881,1,,55.881,53.791,,,53.791,52.055,,,52.055,52.055,45.94
59,93,US Air Force Academy,52.888,,,52.888,52.090,,,52.090,,,,DNA,,,,DNA,52.090,45.74
60,52,Univ of Minnesota-Duluth,52.282,,,52.282,57.722,2,,61.722,52.507,,,52.507,52.440,,,52.440,52.282,44.62
61,38,Rensselaer Polytechnic Inst,48.479,2,1,72.479,50.008,2,,54.008,57.979,,,57.979,52.361,,,52.361,52.361,44.17
62,123,Queen's Univ - Ontario Canada,55.274,1,,57.274,52.646,,,52.646,53.180,,,53.180,61.590,1,2,103.590,52.646,42.54
63,33,Univ of Maryland - College Park,86.183,,,86.183,81.994,2,1,105.994,52.802,,,52.802,,,,,52.802,41.65
64,46,US Naval Academy,61.449,,,61.449,54.059,,,54.059,54.728,,,54.728,53.020,,,53.020,53.020,40.43
65,76,Univ of Hartford,60.428,,,60.428,56.180,,,56.180,56.017,,,56.017,53.116,,,53.116,53.116,39.89
66,34,Grand Valley State Univ,62.102,2,,66.102,61.659,,1,81.659,86.938,4,1,114.938,53.145,,,53.145,53.145,39.73
67,122,Penn State Univ - University Park,52.224,1,,54.224,52.596,2,,56.596,53.165,,,53.165,63.205,1,1,85.205,53.165,39.61
68,41,Lawrence Technological Univ,53.945,2,1,77.945,52.914,1,,54.914,51.192,1,,53.192,,,,,53.192,39.46
69,94,Stevens Inst of Tech,64.803,,,64.803,59.553,,,59.553,58.556,,,58.556,53.648,,,53.648,53.648,36.95
70,29,Washington Univ - St Louis,53.952,3,,59.952,53.875,,,53.875,54.282,1,1,76.282,53.764,3,,59.764,53.875,35.71
71,35,York College of Pennsylvania,57.861,,,57.861,54.448,,,54.448,57.441,,,57.441,57.248,,,57.248,54.448,32.63
72,62,Cooper Union,62.294,1,,64.294,54.569,,,54.569,60.919,2,,64.919,63.614,2,,67.614,54.569,31.99
73,79,Univ of New Hampshire,54.957,,,54.957,54.027,1,,56.027,53.227,1,,55.227,51.748,2,,55.748,54.957,29.95
74,21,Brown Univ,72.731,,,72.731,60.020,,,60.020,59.678,,,59.678,53.193,1,,55.193,55.193,28.72
75,19,Mississippi State Univ,55.696,,,55.696,,,,,64.624,,,64.624,60.765,,,60.765,55.696,26.15
76,44,Univ of Guelph,62.290,1,2,104.290,63.116,,,63.116,56.639,,,56.639,55.761,,,55.761,55.761,25.81
77,108,Washington State Univ,60.058,3,,66.058,55.268,1,,57.268,53.842,5,1,83.842,52.791,2,,56.791,56.791,20.69
78,109,Clemson Univ,57.153,,,57.153,55.279,,1,75.279,62.622,,,62.622,67.563,1,1,89.563,57.153,18.93
79,126,Univ of Waterloo,57.337,,,57.337,55.449,1,,57.449,62.386,,,62.386,62.466,,1,82.466,57.337,18.05
80,113,Central Michigan Univ,57.412,,,57.412,68.342,2,,72.342,59.892,,,59.892,58.949,,,58.949,57.412,17.69
81,71,Temple Univ,79.730,1,1,101.730,59.443,1,,61.443,59.770,,1,79.770,58.043,,,58.043,58.043,14.7
82,59,Purdue Univ - W Lafayette,50.077,4,,58.077,52.802,1,1,74.802,,,,DNA,,,,DNA,58.077,14.54
83,104,Univ of Evansville,,,,,58.721,,,58.721,65.247,,1,85.247,56.440,1,,58.440,58.440,12.86
84,87,West Virginia Univ,58.537,1,,60.537,56.556,1,,58.556,,,,DNA,,,,DNA,58.556,12.33
85,18,Univ of Illinois - Chicago,60.803,3,,66.803,56.956,1,,58.956,,,,DNA,,,,DNA,58.956,10.5
86,100,Univ of British Columbia - Okangan,60.402,,,60.402,59.318,,,59.318,80.672,,2,120.672,68.628,,2,108.628,59.318,8.87
87,85,Univ of Kentucky,57.351,1,,59.351,55.553,3,1,81.553,,,,DNA,,,,DNA,59.351,8.72
88,92,Kansas State Univ,58.740,2,,62.740,59.784,1,1,81.784,62.169,,,62.169,64.029,,,64.029,62.169,6.5
88,31,Univ of Louisiana - Lafayette,63.456,,,63.456,67.923,1,,69.923,,,,DNA,,,,DNA,63.456,6.5
88,114,Florida Inst of Tech,62.394,3,,68.394,62.372,1,,64.372,61.312,2,,65.312,60.365,1,1,82.365,64.372,6.5
88,30,Lehigh Univ,79.649,2,1,103.649,70.018,,,70.018,63.729,1,1,85.729,60.107,2,2,104.107,70.018,6.5
88,112,Ferris State University,,,,,71.025,,,71.025,56.748,,2,96.748,49.972,,2,89.972,71.025,6.5
88,24,Purdue Univ - Northwest,78.479,,3,138.479,84.473,,3,144.473,78.366,1,,80.366,,,,DNA,80.366,6.5
88,70,Universidad Metropolitana,64.463,,1,84.463,,,,DNA,,,,DNA,,,,DNA,84.463,6.5
,8,Univ of Michigan - Dearborn,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,17,Auburn Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,26,Columbia Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,36,Colorado Mesa University,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,43,Georgia Institute of Technology,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,45,St Cloud State Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,53,Univ of Toledo,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,56,Univ of South Florida,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,61,Northwestern Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,63,McGill Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,64,Penn State Univ - Harrisburg,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,66,Dalhousie Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,75,Univ of New Brunswick,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,89,Lakehead Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,90,Univ of Massachusetts - Lowell,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,91,Saint Louis Univ,,,1,,,,1,,,,,DNA,,,,DNA,DNA,
,101,North Dakota State Univ,,1,6,,,,,DNA,,,,DNA,,,,DNA,DNA,
,106,Universidad Autonoma Estado Mexico,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,107,Universidad Central de Venezuela,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,116,South Dakota State Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,117,Texas Tech Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,118,Bradley Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,120,Oakland University,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,121,Texas State University-San Marcos,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,125,Univ of Nebraska - Lincoln,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,128,Cegep du Vieux - Montreal,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
