Place,CarNum,Team,Run1_Time,Run1_Cones,Run1_OffCourse,Run1_AdjTime,Run2_Time,Run2_Cones,Run2_OffCourse,Run2_AdjTime,Run3_Time,Run3_Cones,Run3_OffCourse,Run3_AdjTime,Run4_Time,Run4_Cones,Run4_OffCourse,Run4_AdjTime,BestTime,Score
28,58,Univ of Cincinnati,56.120,,,56.120,54.692,,,54.692,54.580,,,54.580,54.407,,,54.407,54.407,94.72
29,17,Universidad Simon Bolivar,55.734,,1,75.734,54.470,,,54.470,57.757,2,2,101.757,60.657,,,60.657,54.470,94.26
30,95,Penn State Univ - University Park,60.590,,,60.590,58.944,,1,78.944,56.019,,,56.019,54.539,,,54.539,54.539,93.75
31,22,North Carolina State Univ - Raleigh,56.276,,,56.276,54.608,,,54.608,61.974,,1,81.974,53.008,1,,55.008,54.608,93.24
32,91,McGill Univ,55.004,,,55.004,54.658,,,54.658,67.105,,,67.105,,,,,54.658,92.87
33,71,Saginaw Valley State Univ,61.376,,,61.376,72.306,1,1,94.306,86.774,2,1,110.774,54.904,,,54.904,54.904,91.07
34,36,Univ of Minnesota - Twin Cities,66.623,,,66.623,59.874,,,59.874,55.363,1,,57.363,55.014,,,55.014,55.014,90.27
35,121,RWTH Aachen Tech Univ,60.494,,,60.494,55.761,,,55.761,55.974,,1,75.974,55.311,,,55.311,55.311,88.12
36,51,Western Washington Univ,59.609,,,59.609,56.779,,,56.779,55.752,,,55.752,55.317,,,55.317,55.317,88.08
37,29,Purdue Univ - W Lafayette,64.446,,,64.446,65.590,,,65.590,55.647,,1,75.647,55.603,,,55.603,55.603,86.04
38,25,Univ of Pittsburgh - Pittsburgh,78.565,2,,82.565,72.375,,,72.375,53.859,1,,55.859,53.807,1,,55.807,55.807,84.59
39,81,Georgia Southern Univ,55.852,,1,75.852,56.076,,,56.076,57.639,,,57.639,56.199,,1,76.199,56.076,82.7
40,119,Lawrence Technological Univ,63.776,,,63.776,59.596,,,59.596,60.073,,1,80.073,56.120,,,56.120,56.120,82.39
41,85,National Univ of Singapore,59.530,,1,79.530,58.484,,,58.484,76.447,1,,78.447,56.128,,,56.128,56.128,82.34
42,31,Univ of Toledo,55.094,,1,75.094,56.163,,,56.163,57.339,,,57.339,57.413,,,57.413,56.163,82.09
43,68,Universite Du Quebec a Trois-Rivieres,80.406,,2,120.406,57.499,,,57.499,62.615,1,,64.615,56.470,,,56.470,56.470,79.97
44,39,Ohio State Univ,57.684,1,,59.684,55.451,1,,57.451,57.647,1,,59.647,54.516,1,,56.516,56.516,79.65
45,113,Duke Univ,62.319,,1,82.319,58.660,,,58.660,60.050,,,60.050,56.835,,,56.835,56.835,77.47
46,64,Louisiana State Univ,62.292,1,,64.292,57.581,,,57.581,59.678,1,,61.678,56.847,,,56.847,56.847,77.39
47,94,Portland State Univ,59.386,,,59.386,57.486,,,57.486,63.851,1,1,85.851,63.299,1,,65.299,57.486,73.09
48,105,Univ of North Carolina - Charlotte,58.311,,,58.311,57.703,,,57.703,53.105,,1,73.105,51.894,,1,71.894,57.703,71.65
49,101,Kettering Univ,60.169,,,60.169,57.987,,,57.987,55.403,1,1,77.403,57.980,,,57.980,57.980,69.83
50,108,Mississippi State Univ,68.191,,,68.191,64.252,,,64.252,62.151,,,62.151,58.384,,,58.384,58.384,67.21
51,41,Southern Polytechnic State Univ,63.327,,,63.327,59.205,,,59.205,59.665,,,59.665,58.523,,,58.523,58.523,66.32
52,54,Univ of Maine,71.066,1,,73.066,59.237,,,59.237,68.268,5,,78.268,69.042,,,69.042,59.237,61.79
53,47,Univ of North Florida,76.523,5,,86.523,71.320,3,,77.320,63.874,2,,67.874,59.288,,,59.288,59.288,61.47
54,48,Georgia Institute of Technology,61.049,1,,63.049,70.676,,,70.676,63.779,,,63.779,59.812,,,59.812,59.812,58.23
55,110,Kumoh National Institute of Technology,84.571,,1,104.571,70.876,,,70.876,64.076,,,64.076,59.934,,,59.934,59.934,57.48
56,80,Texas Tech Univ,64.416,,,64.416,60.213,,,60.213,65.641,1,1,87.641,69.076,,1,89.076,60.213,55.78
57,122,Seoul National Univ of Science & Tech,66.374,,,66.374,58.239,1,,60.239,,,,DNA,,,,DNA,60.239,55.62
58,78,Univ of Windsor,66.853,,,66.853,63.486,,,63.486,64.104,,,64.104,60.263,,,60.263,60.263,55.48
59,128,Oklahoma State Univ,55.294,1,1,77.294,53.709,1,2,95.709,61.295,,1,81.295,60.380,,,60.380,60.380,54.77
60,53,Washington Univ - St Louis,69.268,1,,71.268,65.359,1,,67.359,60.397,,,60.397,62.591,,,62.591,60.397,54.67
61,52,Florida Inst of Tech,66.203,,,66.203,60.433,,,60.433,61.089,3,,67.089,62.194,3,1,88.194,60.433,54.45
62,21,Dalhousie Univ,67.058,,,67.058,60.635,,,60.635,87.437,2,,91.437,57.136,3,,63.136,60.635,53.24
63,107,Univ of Connecticut,125.962,,1,145.962,72.546,,,72.546,,,,,60.739,,,60.739,60.739,52.62
64,90,Arizona State Univ - Tempe,81.582,,,81.582,68.970,,1,88.970,61.290,,,61.290,60.270,3,1,86.270,61.290,49.37
65,27,York College of Pa,69.506,,1,89.506,64.654,,,64.654,65.298,,,65.298,59.850,1,,61.850,61.850,46.12
66,86,Univ of Manitoba,62.700,,1,82.700,62.170,,,62.170,65.006,,,65.006,67.017,,,67.017,62.170,44.29
67,88,Villanova Univ,59.034,,1,79.034,,,,,63.191,,,63.191,62.177,,,62.177,62.177,44.25
68,111,Bradley Univ,90.021,,,90.021,79.519,,,79.519,67.768,,,67.768,62.494,,,62.494,62.494,42.46
69,69,Lakehead Univ,80.509,,,80.509,62.754,,,62.754,,,,DNA,,,,DNA,62.754,41.0
70,106,Univ of Waterloo,65.810,,1,85.810,63.004,,,63.004,59.494,,1,79.494,71.224,,2,111.224,63.004,39.61
71,49,Univ of New Hampshire,63.247,,,63.247,61.150,1,,63.150,63.101,,,63.101,,,,,63.101,39.08
72,89,Florida Atlantic Univ,58.006,3,1,84.006,57.608,3,2,103.608,63.615,,,63.615,,,,,63.615,36.26
73,59,Univ of Hartford,68.083,,,68.083,63.628,,,63.628,,,3,,,,2,,63.628,36.19
74,76,Univ of Michigan - Dearborn,71.848,,1,91.848,70.032,,1,90.032,66.959,,,66.959,64.414,,,64.414,64.414,31.98
75,18,US Air Force Academy,65.059,,,65.059,65.792,,,65.792,,,1,,66.157,,,66.157,65.059,28.6
76,19,Columbia Univ,69.037,,,69.037,65.314,,,65.314,67.055,,,67.055,,,,DNA,65.314,27.28
77,37,Lafayette College,80.181,1,,82.181,71.942,,,71.942,,,,,65.592,,,65.592,65.592,25.85
78,72,Cegep du Vieux - Montreal,61.224,,2,101.224,55.821,,1,75.821,73.056,2,,77.056,66.405,,,66.405,66.405,21.75
79,30,Universite Du Quebec-Chicoutimi,68.207,,,68.207,66.552,,1,86.552,67.330,,,67.330,60.767,,1,80.767,67.330,17.2
80,33,Univ of Missouri,68.937,1,,70.937,66.379,1,,68.379,67.884,2,1,91.884,,,,,68.379,12.2
81,57,Univ of Illinois - Chicago,67.500,1,,69.500,,,,DNA,,,,DNA,,,,DNA,69.500,7.5
81,115,Univ of Ontario Institute of Tech,72.362,,1,92.362,64.682,,2,104.682,71.099,,,71.099,65.230,1,1,87.230,71.099,7.5
81,109,Old Dominion Univ,90.691,,,90.691,77.312,,,77.312,67.317,2,,71.317,93.512,1,,95.512,71.317,7.5
81,43,Northwestern Univ,78.565,,2,118.565,68.923,,2,108.923,85.527,1,1,107.527,70.665,2,,74.665,74.665,7.5
81,32,Brown Univ,73.532,2,,77.532,,,,DNA,,,,DNA,,,,DNA,77.532,7.5
81,63,Cooper Union,72.089,3,,78.089,77.841,1,,79.841,109.883,1,,111.883,90.575,1,,92.575,78.089,7.5
81,23,Univ of Central Florida,53.119,,2,93.119,57.766,3,1,83.766,63.660,2,4,147.660,,,,DNA,83.766,7.5
81,55,Western Michigan Univ,63.876,,2,103.876,60.524,1,2,102.524,59.975,2,1,83.975,,,,DNA,83.975,7.5
81,75,Ferris State University,65.423,1,3,127.423,57.441,1,2,99.441,78.202,,3,138.202,70.689,,2,110.689,99.441,7.5
81,70,Wichita State Univ,66.138,7,1,100.138,,,,DNA,,,,DNA,,,,DNA,100.138,7.5
,40,Kansas State Univ,,,,,,,,DNA,,,,DNA,,,,DNA,,
,12,Univ of South Florida,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,16,US Naval Academy,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,20,Florida International Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,24,Ecole Polytechnique De Montreal,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,26,Queen's Univ - Ontario Canada,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,34,Worcester Polytechnic Inst,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,44,Wayne State Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,46,West Virginia Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,56,Univ of St Thomas,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,60,Vanderbilt Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,61,Univ of Toronto,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,62,Ryerson Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,65,Rensselaer Polytechnic Inst,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,67,Carnegie Mellon Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,77,Rutgers Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,82,Universidad Central de Venezuela,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,87,Tennessee Tech Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,96,Temple Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,98,Univ of Alabama - Tuscaloosa,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,102,Northern Illinois Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,104,Stevens Inst of Tech,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,112,North Dakota State Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,114,Lehigh Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,117,Universidad Nacional Experimental Polite,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,120,Rose Hulman Inst of Tech,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,123,Univ of Minnesota-Duluth,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,124,Universidad Autonoma Estado Mexico,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,125,Carleton Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
,126,Univ of Evansville,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,
