Place,CarNum,Team,Run1_Time,Run1_Cones,Run1_OffCourse,Run1_AdjTime,Run2_Time,Run2_Cones,Run2_OffCourse,Run2_AdjTime,Run3_Time,Run3_Cones,Run3_OffCourse,Run3_AdjTime,Run4_Time,Run4_Cones,Run4_OffCourse,Run4_AdjTime,BestTime,Penalty,Score
,97,Washington State Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,,
,101,Mississippi State Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,,
,103,Texas Tech Univ,,1,2,,,,,DNA,,,,DNA,,,,DNA,DNA,,
,104,South Dakota School of Mines & Tech,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,,
,106,Kettering Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,,
,110,US Naval Academy,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,,
,112,Alabama A & M Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,,
,116,West Virginia Univ,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,,
,118,Cooper Union,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,,
,120,Universidad Autonoma Estado Mexico,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,,
,129,California State Univ - Fullerton,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,,
,131,Polytechnic Univ of Puerto Rico,,,,DNA,,,,DNA,,,,DNA,,,,DNA,DNA,,
